,text,Position,Api_type,latitude,long
23,عندما يموت يستقيل من غير هادا لا يوجد امل في دهابه,36,0,5.738354904481822,36.55731606511361
24,لو ظل يتداول على  قيادتنا مثل الذين هم الآن  يتنصبون علينا قادة فسوف نستقل إن شاء الله عندما تلد البغلة ذكرا و تحلب الناقة من أسنانها لبنا و يرعى الذئب قطيع الغنم.,43,0,2.079849917319363,35.54177835662074
25,امراء خليج الحمير لايستقيلون الا عندما يموتون,10,2,3.226333917671398,36.66967342860644
26,الشعوب مستقيلة اخت خديجة ...مدام لي في السلطة فسدة وووويكفي لا اريد ان تكلم لكي لا اتعب نفسي,3,0,2.041892928077553,28.8981581677144
27,لن يستقيلوا الاعندما ينهب الاخضر واليابس,47,1,4.585011207278857,36.883388133991396
28,الجهـل والغباء  والفساد يجري في دم العرب منذ الولاده   فلن يستقلو ولن يكونو احرارا,21,1,7.666844345839834,36.65278053829108
29,من يحكموننا لا يستطيعون حتى المشي من السمنة,48,2,-1.003812473735194,35.09313461847805
30,دايرين كي الخرا كامل اللي عايش بالضرورة عندو منصب واللي معندوش منصب وعندو المال يخرج يعيش فالخارج كحالتك انت وزملائك واللي معنو والو راهو يعوم فالخرا كي حالتنا,28,2,0.22818908069176402,35.704028675231015
31,يا سلام نموذج جميل,17,0,0.857451938483707,34.415061858377975
32,موقف امرأة عظيمة تفضل المبادئ على المنصب.... اللّٰه يكثر من امثلها ....,7,1,5.427839293696408,36.65474482786263
33,صدروا لنا العقول الغبيه والاعلام الماسوني وهم يتعاملوا بالاسلام والبساطه,28,1,0.22818908069176402,35.704028675231015
34,"عجز الكلام عن الوصف والتعبير 
لكي مليون تحيه",5,2,7.8163857371900995,36.848423779617754
35,بما انو انا جزائري  البرويطة كريفات والله ماهو متحرك حتى الموت مابغاش ايموت,6,1,-1.128658956422112,32.41541507453709
36,أنها ترجع إلى حياتها العادية من جديد بدون ضغوطات.... الشعوب العربية لا تقبل الاستقالة هي تدمر الحجر والورق و تحرق,22,2,10.240145291185229,22.51814563931046
37,"نفس الحيوانات اللي عنا بيستقلوا طائراتهم الخاصه ،،
جعل الله مايكتنزون وقودا عليهم في نار جهنم",42,1,10.240145291185229,22.51814563931046
38,متى يستقيل ؟؟ حتى يلج الجمل في سم الخياط ....ههههههه,42,0,10.240145291185229,22.51814563931046
39,الانضمة العربية الفاسدة بعيدة كل البعد عن هذه التقاليد ببساطة لأنها سرقت أموالا الشعب,5,1,7.8163857371900995,36.848423779617754
40,لما تشوفي حلقه ودنك ياخديجه,33,0,9.065765190306077,32.086985858173435
41,تيطلع الحمار على الميذنه,2,2,-1.059604674789421,35.63881426145545
42,علابالي بيك تمعني على رئيسنا الحبيب اخو السعيد الي يبان من عيد لعيد,7,2,5.427839293696408,36.65474482786263
43,حين يوجد العدل...ويحترم الشخص نفسه...ولاخرين..نستطيع ان نرسم بداية لواقع يكون مستقبله مشرق...يا ريت نقلدهم ف هاكدا امور...احنا مقلدينهم مقلدينهم...سلام,43,2,2.079849917319363,35.54177835662074
44,"الحياة بسيطة جدا....لاتحتاج التكالب علي السلطة..والمؤامرات...والخيانة ..وسحق الاخر وتعويقة
يظهر الواحد بيكلم نفسه في مجتمعاتنا اللي بتموت في حكم الاب..الزعيم الخالد",19,2,8.166687589710904,36.465780171079246
45,"امرأة تعلم الرجال معنى الرجولة..
وتعلم الحكام معنى التواضع..
وتعلم أصحاب المناصب معنى المصداقية..",33,2,9.065765190306077,32.086985858173435
46,وين وين العرب من هذا,39,0,7.28818907966852,37.07431708034634
47,عند شروق الشمس من مغربها,19,0,8.166687589710904,36.465780171079246
48,للأسف ... لا نملك دراجات,31,1,-0.07043638888537,34.08663264201432
49,موقف شجاع،،،،،,28,2,0.22818908069176402,35.704028675231015
50,نهار تستقلي نتي من الجزيرة ويستقيلو الملوك الي راكي تدوري في فلكهم ..,30,2,0.694648466554976,36.20570823180563
51,ياختي الجزاير ضاعت من بكري يحكمو فينا الحركا,27,0,3.297217451797671,36.504280246681674
52,كل الاحترام,17,0,0.857451938483707,34.415061858377975
53,عندما يستقيل معتوه قطر و امه الموزة .....وتستقيلين انت,7,1,5.427839293696408,36.65474482786263
54,يا ست خديجة يا غالية المشكلة مش وسيلة المواصلات المشكلة اذا بفكرووووووو يستقيلو,10,0,3.226333917671398,36.66967342860644
55,امرأة بالف رجل..... والله خروجها خروج المنتصر...,1,1,2.479084274043467,36.41392292639024
56,Top,17,1,0.857451938483707,34.415061858377975
57,عندما تستطيعي علاج بيتك الكبير وعلاج بيتك الصغير انت فاهمة أن اللة حليم ستار,35,0,1.39205097973282,35.85095753518317
58,عندما يتقنون ركوب الدراجه العاديه,48,2,-1.003812473735194,35.09313461847805
59,Woman with Dignity nd Human heart������✊☝☝☝,37,1,0.48794293478029704,35.097063197621154
60,هي الصح,41,2,8.293363324891406,35.95702917204703
61,تعليق خديجة تنشر الفتن,9,2,6.583926869639745,34.770598270829055
62,الفرق شاسع هم اقرب للإسلام وما عندنا  في مركز النفاق,37,1,0.48794293478029704,35.097063197621154
63,هذا هو الشرف,37,0,0.48794293478029704,35.097063197621154
64,"يجب على الشعوب العربية الاستقالة  أولاً .?
استقالتهم من الرشاوي
استقالتهم من الكذب.
استقالتهم من الغش
استقالتهم من الخداع
استقالتهم من النفاق 
استقالتهم من فعل المحرمات 
ووووووو...........الخ",25,0,4.480743815144727,32.99016620317347
65,لا لا لاصعب  الكلام عن الاستقاله,47,1,4.585011207278857,36.883388133991396
66,Makhaletelna man9oulou ....,42,0,10.240145291185229,22.51814563931046
67,عندما تستحق الشعوب ذلك,3,0,2.041892928077553,28.8981581677144
68,وزيره بكل معنى الكلمة,27,0,3.297217451797671,36.504280246681674
69,ديموقراطية,45,2,2.813380167245435,36.64453052209056
70,لو   على  جثث    شعوبهم  المتراكمة لن يستقيلوا,38,2,-0.173331841649316,35.11906324082255
71,ههههه تاعنا يموتو فالكرسي كما الرايس تاعنا حتى يجيه عزاءيل وهو لاسق,34,0,7.000996438176266,36.14167239177301
72,هي تؤمن بالدمقراطية و حقوق الإنسان لهذا إستقالت لما أحست بسحب البساط من تحت قدميها و  بقائها يجعلها تدوس على مبادئ كبرت معها و كان لها حلم تحقيق العدالة لكل المواطنين بغض النظر عن أصوله و ثقافته و دينه ط,19,0,8.166687589710904,36.465780171079246
73,عندما تستقيلي انتي ومجدالقاسم من الجزيره,38,2,-0.173331841649316,35.11906324082255
74,والله ياخديجة لم يفعلها عربي سوى شكري القوتلي فيما مضى ..أما في حاضر الايام فلا يفعلونها باتوا يورثونها لابنائهم قبل أن يقيلهم الموت,44,1,-5.498743163587671,29.5624809008136
75,بعد اما يعدم شعبه الاول,31,0,-0.07043638888537,34.08663264201432
76,كل الاحترام,20,0,4.480743815144727,32.99016620317347
77,ماهو قلتوا عليهم استعمار وكفار ويبو يحتلونا وطامعين فينا.. .,22,1,10.240145291185229,22.51814563931046
78,لكي كل الاحترام,26,0,5.033635381329654,35.78377883183606
79,عند العرب ما بيستقيل الا عندما يأتيه ملك الموت او على بضعة الاف من الجثث,5,2,7.8163857371900995,36.848423779617754
80,ليت مسؤولينا يستقيلوا ... وليذهبوا ... يا سيدي ليس شرطا ان تستقلوا  دراجة  هوائية ... فلتستقلوا ليموزين ... فقط اذهبوا ... ودون عودة,31,0,-0.07043638888537,34.08663264201432
81,ألف تحية وتقدير لها وكل الشرفاء,7,0,5.427839293696408,36.65474482786263
82,تحية رائعة لكي يا سيدتي.,45,1,2.813380167245435,36.64453052209056
83,هؤلاء شعوب تستحق أن تعيش,24,0,7.547942933757053,35.42745670355636
84,"Jamais
 يا سيدة خديجة",13,1,4.034406206710907,36.90028102430675
85,احنا يموت وما يستقيل,22,1,10.240145291185229,22.51814563931046
86,أجل قمة التواضع ؟؟؟؟؟؟ يحتلون الدول الضعيفة ويزرعون الفتن في جميع الدول العربية وخاصة دول شمال إفريقيا يا إلهي ماذا حصل للعالم  -_-,17,2,0.857451938483707,34.415061858377975
87,اتها القناعة,8,0,5.967926092426266,35.89142190035716
88,قريبا على الجزيرة الوثائقية تحرير الشعوب العربية وتقوم العدالة 2050������,37,0,0.48794293478029704,35.097063197621154
89,هذه امرأة من حديد,39,2,7.28818907966852,37.07431708034634
90,"يا خديجة الاحرى ان تسالي متى يستقيل امير قطر ،متي يستقيل ملك السعودية،متى يستقيل حكام الخليج
الذين عاثوا في الارض فسادا
كوني لمرة واحده شجاعة و قوليها",42,1,10.240145291185229,22.51814563931046
91,ما في استقاله يا موت يا ثوره,18,1,6.702828281722526,34.38559751480468
92,ستستقييل الشعوووب وتأخذ حرياتها عندما يباد طغااة العرب والعجم وعلى رأسهم حكاااام دول الخليييج واسياااادهم الصهاااينه والأمريكااان ....وانه لقريييب وقرييب جدا .باذن الله ...,21,2,7.666844345839834,36.65278053829108
93,ليس مثل وزير العدل المصري الارهابي الذي يطالب بالمزيد من القتل حيث هانت عليه دماء ابناء بلده ويقولون محاربة الارهاب وهم من يدعون اليه اين نحن منهم.!!!!!!!!!,38,2,-0.173331841649316,35.11906324082255
94,عندما ينقضي عمرهم,44,0,-5.498743163587671,29.5624809008136
95,لا يوجد حاكم عربي لم يركب حمير....البيسكلا قيدتها صعبة عليهم....لذا في غياب الحمير لا تنتظر استقالات,1,2,2.479084274043467,36.41392292639024
96,Chapeau bas  Mme la ministre tout mes respects,41,2,8.293363324891406,35.95702917204703
97,ﻻن الرئاسة والوزارة هي وظيفة لها هدف خدمة المواطن والوطن ........ليس لسرقة الوطن والمواطن.......,24,2,7.547942933757053,35.42745670355636
98,المسؤول في بلاد الغرب موظف اما عند العرب فهو .......,18,0,6.702828281722526,34.38559751480468
99,ربما تسقيل الشعوب ولايستقلون. !!!!!؟,8,0,5.967926092426266,35.89142190035716
100,هيهات,10,2,3.226333917671398,36.66967342860644
101,ميت ويرفض الاستقالة لكي لا تستقل الجزائر,47,1,4.585011207278857,36.883388133991396
102,قولي ولا تخافي متى يستقيلون وزراءنا الأميين ويتركون مناصبهم للوطنيين المثقفين,33,0,9.065765190306077,32.086985858173435
103,Tu es vraiment un exemple a suivre une bavoure hors du commun il faut davoire dire non quand il le faut la france d aujourd hui es meconaissable,32,1,-0.112966509361134,35.78810026889347
104,سؤال برئ اختاة هل عندنا يمتلكون دراجة بينهبون ملايين وقصور وسيارات وطيارات وخلافه يتركون متاع الدنيا ويرحلون,26,1,5.033635381329654,35.78377883183606
105,هاذ شعب يعرف الاصول,21,0,7.666844345839834,36.65278053829108
106,وزيرة العدل......الحرة,2,1,-1.059604674789421,35.63881426145545
107,تحيه واحترام,34,1,7.000996438176266,36.14167239177301
108,السياسي الحقيقي لا يتمسك بمنصبه إن كان يعارض معتقدته. العرب غير ذالك من الكرسي إلى النعاش,36,1,5.738354904481822,36.55731606511361
109,مدام المحكوم يعبد الحاكم خاصة في دولنا العربية ، والاسلاميه على وجه الخصوص سيعم؛ الطغيان و الجهل  والظلم .,18,0,6.702828281722526,34.38559751480468
110,حسبنا الله ونعم الوكيل ثقافة شعب جوع فقر مرض الثلاثة يقتلون اى شعب,2,0,-1.059604674789421,35.63881426145545
111,Une grande dame,30,1,0.694648466554976,36.20570823180563
112,احكو للزند الحيوان وزير العدل المصري,17,1,0.857451938483707,34.415061858377975
113,بتعملى شهره ولادعايه لمار كت دراجات,36,0,5.738354904481822,36.55731606511361
114,راهم ايمثلو برك وزيرة العدل الفرنسية ملت من العنصرية من طرف الفرنسيين فقدمت الاستقالة,8,2,5.967926092426266,35.89142190035716
115,هي إستقلت دراجتها وكسبت إحترام شعبها..وهو لا يسقيل حتى يُحمل على اللحد ولعنة شعبه تلاحقه إلى يوم الدين,48,0,-1.003812473735194,35.09313461847805
116,والله اريح من القيل والقال,3,1,2.041892928077553,28.8981581677144
117,عنا المسؤول يستقيل ويركب طائرته الخاصة التي اشتراها من سرقة مال الشعب,46,2,1.708968974245769,35.91695766478735
118,شفت والله,47,0,4.585011207278857,36.883388133991396
119,ذمه ماليه نظيفه,29,0,6.464568144433571,36.575780387086205
120,Une vrai ministre,18,0,6.702828281722526,34.38559751480468
121,عندما نري ونسمع ما يحدث في العالم حولنا نكتشف اننا نعيش في كوكب مجهول لم يكتشف بعد اتمني ان يكتشف هذا الكوكب الملعون الذي به اناس يقال لهم زعماء وقادة يتزعمون كائنات يقال لهم بشر ويهتف هؤلاء البشر لمن يقال لهم قادة وهم من اخرجوهم من المجرة التي تحوي الارض ليضعونهم في الثقب الاسود وهم ما زالوا يتغنون بهؤلاء القادة وياامة ضحكت من جهلها الامم,37,2,0.48794293478029704,35.097063197621154
122,قمة التواضع   ليس مثل الوطن العربي,48,0,-1.003812473735194,35.09313461847805
123,عندنا رايس ما خرج بدراجة مخرج بلكروسة   ضاهرة من الكرسي لصندوڨ لجبانة .....   وللأسف لسؤال يومها ما ينفع دراجة ماينفع كروسة ماتنفع طيارة ينفع الصح??????,23,2,6.464568144433571,36.575780387086205
124,الحر يستقيل اما البتي فلا,43,0,2.079849917319363,35.54177835662074
125,بس يبيض الديك,9,2,6.583926869639745,34.770598270829055
126,"العرب لا يستقبلون حتى في فرنسا
سابقا كانت وزيرة العدل في فرنسا رشيدة داتي و رغم الفضائح و شقيقها. تاجر مخدرات فلم تستقل",1,2,2.479084274043467,36.41392292639024
127,وييييل للعرب من شر قد اقترب ....وعلى البااااغي تدووووور الداااائره...,28,2,0.22818908069176402,35.704028675231015
128,والغريب ان هناك من هو على كرسي متحرك ولا زال متمسك بالمنصب !!!!,12,0,3.725262535295678,36.58206611371517
129,هل منحتها لم تكفيها حتى تشتري آخر ماركة للسيارات وخرجت في دراجتها الهوائية هذ ا مجرد شد الإنتباه للرأي العام وهي حرة تخرج حتى على رجليها,37,2,0.48794293478029704,35.097063197621154
130,متى يستقيل سلال و بوتفليقة و الوزراء الكلاب,19,2,8.166687589710904,36.465780171079246
131,نحن لا يستقيلون بل يموتون على الكرسي و قد نهبوا كل ثروات شعوبهم,40,1,8.166687589710904,36.465780171079246
132,يعجز اللسان عن التعبير وين هوما وين العرب ربي يسلك على خير مانعرف وين رانا رايحين بهذي العقلية ربي يفرج هذا ما نقدرو نقولو,33,1,9.065765190306077,32.086985858173435
133,ربما يوم يستقيل تميم و موزة و باقي الشيخات و الامراء و يسلمون الحكم للشعب .استاذة مازلت أنتظر ان تنزلي بوست تضامنا مع الشاعر محمد بن الذيب سجين القصيدة . ne soyez pas sélectives quand il s`agit de  solidarité et des droits de l`Homme . سيدتي لا تكوني انتقائية لما يتعلق الامر بالتضامن و بحقوق الانسان. تحياتي,10,2,3.226333917671398,36.66967342860644
134,هكذا مشهد ليس مستغربا..انها العقلية والتفكير..ولن نراه عندنا يوما..مادامت العقلية السائدة  نخرها الفساد والتخلف..برغم أن ديننا هو دين النزاهة والعدالة..ولكن ماأبعدنا عن الفعل..,29,1,6.464568144433571,36.575780387086205
135,حكامنا لايستفيلون الا ان يقيلهم الله الى القبر ونرتاح منهم,47,2,4.585011207278857,36.883388133991396
136,"سبحان الله كلنا نعلم أن الماسونيه تحكم وتتحكم بلعالم عرب وغرب وعندما نرى مسئول إنتها عهده أو إستقال نجعل منه مثالي وإنساني وبكل سزاجه نقو بيفهمو بحقوق اﻹنسان ! 
إسمها حقوق الإنسان اليهودي 
مو أي إنسان
هي أحد خططهم أن لايعملو بعقل واحد وأن يجعلونا معجبين فيهن",35,2,1.39205097973282,35.85095753518317
137,وزيره محترمه احترمت وزارة العدل و طبقته في الوقت الازم و لم توافق علي قرار يطر العدل في البلد احترمت نفسها و استقالت و ركبت  و غادرت علي عجله مش مرسيدس اخر موديل بلاد تحترم نفسها عقبال مصر في المشمش,28,0,0.22818908069176402,35.704028675231015
138,ذاك هو الخروج الشريف,5,2,7.8163857371900995,36.848423779617754
139,عودة ميمونة للمطبخ,32,0,-0.112966509361134,35.78810026889347
140,الشعوب تستقيل والحكام العرب استقالتهم بس لما ربنا ياخد ارواحهم النجسه,15,2,6.9493200552325955,36.41903007927628
141,هذا جزء من المسلسل درامي للحكومة الفرنسية نحنو نعرف نوياك يخبيثة,2,1,-1.059604674789421,35.63881426145545
142,عندنا يستقلون محملين باموال الشعب..... الخ بعد استقالتهم,39,0,7.28818907966852,37.07431708034634
143,هذه الوزيرة بنت أصل عادت إلى أصلها المحترم..,21,0,7.666844345839834,36.65278053829108
144,يبقى يحكم الشعب من تحت القبر بالويفي.,22,1,10.240145291185229,22.51814563931046
145,الأخت خديجة نعلم عنك الجرأة . ذكاء منك ان تقولي متى سيستقيل.فاكملي لنا مابين السطور.اما كبرنا نحن الشعوب في نظرك وقد سميتينا بمسيماتنا في كلمة ومتى تستقل الشعوب .لنعلم انك من طينتنا طينة الشعوب المطحونة,40,0,8.166687589710904,36.465780171079246
146,اه تميم لن يسستقيل الملوك و الامراء جالسسون حتى الموت,4,0,3.363527854689991,36.78163793418496
147,Sans retour,5,1,7.8163857371900995,36.848423779617754
148,"Setifian Dz
لا تتكلم عن الناس واترك الناس لحالها..الذي فيك يكفيك.",46,2,1.708968974245769,35.91695766478735
149,مجرد تمثيل تبحث عن الشهرة,48,0,-1.003812473735194,35.09313461847805
150,ياوزراء الجزاءر يا سيدي استقيلوا وغادروا في الليموزين .......,19,2,8.166687589710904,36.465780171079246
151,نحن لا توجد لنا حتى درجات لنستقيل منهم و لسوء الحظ البعض إستقل قوارب الموت,14,0,1.6966215199140962,36.55260177014188
152,ستعيينا ديمقراطية الغرب لكن قبل ذلك سيعلمون بأن أمرهم بات مفضوحا و لن يسعهم إلا التعامل بعنصرية مرة أخرى فبالرغم من هذه  التحيات  التي تتهاطل من الغرب فإن الحق حق و الباطل باطل ليس لأننا نتقبل هذا أو ذاك و أحيانا بالعنف فإننا حقا راضون كلا لن يحدث ذلك و لسنا بلداء لنخدع و بسهولة رأيت من الناس من يتفانى في إرضائك من بعد جداله بالباطل و سنه الباطل و إيلا  حشمتيه هيت لك .,33,0,9.065765190306077,32.086985858173435
153,متى يعرف المسؤول (رئيس او وزير او ....) في بﻻدنا أنه موظف في هذه الدولة وعندما تنتهي مهمته او فترته او لم يحقق مهمته عليه أن يغادر ويترك منصبه ﻻخر يقوم بالمهمة خدمة لبلده ووطنه وشعبه .. متى يصبح إنساناً وليس إلهاً ملهماً مقدساً...متى ؟؟؟......!!!,1,1,2.479084274043467,36.41392292639024
154,صفعة لعشاق الكراسي. ههههههه,41,2,8.293363324891406,35.95702917204703
155,لاخظ الفارق لو كانت وزيرة مغربية هي التي استقالت من منصبها لرأيتها تستقيل رونج روفر أو لبورش. كم خيراتك كثيرة ياوطني مهما كثر المفسدين. وزيرة جوج فرانك,18,1,6.702828281722526,34.38559751480468
156,لا يوجد اصلا وجه مقارنة.هم فوق ونحن.....,31,1,-0.07043638888537,34.08663264201432
157,شكراً,40,2,8.166687589710904,36.465780171079246
158,لما  ينور الملح,19,0,8.166687589710904,36.465780171079246
159,"هى تستقيل لتعطي من أجدر منها ليكمل المشوار. 
أما نحن العرب فعندنا الاستقالة فى ثلاث حالات :
الانقلاب
الموت
الترقية",31,0,-0.07043638888537,34.08663264201432
160,حتى يدودو يكلهم الدود,1,2,2.479084274043467,36.41392292639024
161,شخصية رائعة,1,1,2.479084274043467,36.41392292639024
162,إنها عدالة السماء,41,2,8.293363324891406,35.95702917204703
163,يا عراب حكاما وشعبا عودو الى دينكم وربكم ونبيكم تصبحون خيرا منهم كما اوصنا نبينا محمد ص ادا تمسكنا بالقران والسنة فلن نضيع ابدا ونحن تركنهم وتبعنا الشيطان ولليهود والنصارى,37,0,0.48794293478029704,35.097063197621154
164,"نحن العرب شعوب تحكمنا الواسطات والمراكز ,, يتطلعون لابن العشيرة وابن العائلة الكبيرة بعيدا عن ثقافته ,, يتطلعون بما يمتلكه هذا الشخص من ماديات ومن املاك وكل ما يتطلب ,, بعيدا عن ثقافته العلمية وبعيدا عن خلقه واتجاهه يتم انتخابه ليقال انه ابن عائلة وصاحب شأن ,, وفي الحقيقة يكون جاهلا متخلفا ,, تجده بعد الانتخاب يجلس بسيارته الفخمة ويرفع رأسه بكبريائه وجميع الناس يخدمونه وهم متعال عليهم ,, ما عليه فقط الا الأمر والنهي ,, ولكن بالحقيقة المنصب لا يدوم لأحد وكل سيرجع كما كان وحتى وان طالت السنين ,, ماذا سنكسب من تمادينا ومن تعاملنا المعجرف مع الناس ؟!! سيرجع كل لأصله وسيحاسب على فعلته ان لم يكن بهذه الدنيا الفانية فانما سيكون امام الله الحاكم أعدل العادلين ,, كلنا سواسي امام رب العرش العظيم ,, لا فرق بين ملك ولا فقير ولا ابيض ولا أسود ,, فلم نتكبر ونتعجرف وفي يقين انفسنا نعرف الصواب ومع ذلك نتمادى فيه ونتنكّره ليقال عنا كذا وكذا ,, ولا ننظر لمن ظلمناهم ولمن أكلنا حقوقهم على حساب فشخرتنا ,, اللهم ثبتنا على دينك القويم ..",4,2,3.363527854689991,36.78163793418496
165,تواضع,9,2,6.583926869639745,34.770598270829055
166,هم يبقي التاريخ يذكرهم لخصالهم,15,1,6.9493200552325955,36.41903007927628
167,اتحدى اي مسؤول عربي ان يركب دراجة او يسير وسط الشارع بعد ابعاده عن منصبه...... سيموت او يذل من قبل شعبه..... لانه كان نمرود زمانه عندما كان صاحب منصب,37,2,0.48794293478029704,35.097063197621154
168,ولا  حتستقل الشعوب,33,0,9.065765190306077,32.086985858173435
169,شتان شتان بين هذا و ذاك,48,2,-1.003812473735194,35.09313461847805
170,Bravo madame,27,0,3.297217451797671,36.504280246681674
171,"الشعوب استقالت
قصدك متى يستقيل الروؤساء
ولا خايفة من رئيس قطر",4,1,3.363527854689991,36.78163793418496
172,كريستينا توبيراااا، لا استبعد انها فعلت ذلك من اجل اهداف سياسيه,45,1,2.813380167245435,36.64453052209056
173,سؤال و جواب :اول دولة يحكمها رئيس على كرسي متحرك...صاحب الاجابة الصحيحة ينال حرقة لشخصين على مثن قارب من نوع رفيع .,18,2,6.702828281722526,34.38559751480468
174,Merci madame  toubira,15,0,6.9493200552325955,36.41903007927628
175,بدون اي تعليق.,3,1,2.041892928077553,28.8981581677144
176,نفوس راقية نقية واثقة من نفسها,27,2,3.297217451797671,36.504280246681674
177,ناس بتفهم,12,1,3.725262535295678,36.58206611371517
178,يفضح عرضك يا عبسي يا مقرن,15,1,6.9493200552325955,36.41903007927628
179,حسبي الله ونعم الوكيل,14,2,1.6966215199140962,36.55260177014188
180,حسبيا الله و نعم الوكيل .,27,0,3.297217451797671,36.504280246681674
181,"قصدك مخابرات السلطة العميلة
كلاب الاحتلال لعنهم الله من عباس لاصغر راس فيهم",24,0,7.547942933757053,35.42745670355636
182,لا حول ولا قوة إلا بالله العلي العظيم,18,1,6.702828281722526,34.38559751480468
183,عباس أصبح ألعن من إبليس وشارون والسيسي مجتمعين,13,1,4.034406206710907,36.90028102430675
184,"مخابرات عباس عميل اليهود
حسبنا الله ونعم الوكيل ربنا ينتقم من كل عدو للإسلام والمسلمين",30,2,0.694648466554976,36.20570823180563
185,أسد علي وفي الحروب نعامة,37,2,0.48794293478029704,35.097063197621154
186,السلطه جزء لا يتجزأمن كيان الإحتلال الصهيوني فلا عجب !,39,1,7.28818907966852,37.07431708034634
187,السلطة العميلة الخائنة بقيادة عباس,21,1,7.666844345839834,36.65278053829108
188,حسبي الله ونعم الوكيل في كلاب حراسة الصهاينة المجرمين,47,0,4.585011207278857,36.883388133991396
189,عاهرات السلطة عباس الهرم,21,0,7.666844345839834,36.65278053829108
190,"WALLAHI 3ALEM 3ARABI JAHEL , ALL Arab presidents work just for there won benefit, only there family, but there people can be dead. ITS OK.",30,2,0.694648466554976,36.20570823180563
191,كلاب الصهاينة سينتقم الله منهم,31,1,-0.07043638888537,34.08663264201432
192,الله اكبر على من طغى وتجبر ��,19,2,8.166687589710904,36.465780171079246
193,\/حسبي الله ونعم الوكيل على كل من طغى وتجبر,16,0,3.37038755154092,35.75981449906311
194,لا حول ولا قوة إلا بالله,3,0,2.041892928077553,28.8981581677144
195,لا لا كلش انقهرت,17,0,0.857451938483707,34.415061858377975
196,حسبنا الله ونعم الوكيل,6,1,-1.128658956422112,32.41541507453709
197,الله يحفظك انته ول زيك وينصركم,29,0,6.464568144433571,36.575780387086205
198,الكلاب في كل حته,41,0,8.293363324891406,35.95702917204703
199,"- سرقوا  من فلسطين الليمون ونحن نائمون
- حرقوا نخيل عراقنا الميمون ونحن نائمون
- طعنوا قلب اليمن الحنون ونحن نائمون 
- انقلبوا على مصر في سكون ونحن نائمون
- دمرو الشام  ولازالوا يدمرون  ونحن نائمون
فيا أمة النيام أخبروني لماذا من كتاب ربكم لاتحفظون سوى قوله تعالى
إنا لله وإنا إليه راجعون!",28,1,0.22818908069176402,35.704028675231015
200,حسبنا الله ونعم الوكيل,39,1,7.28818907966852,37.07431708034634
201,نقرأ كثيرا ان العدو كان شديدا ومجرما في قتالنا فنبحث بين السطور فنجد ان بني جلدتنا اشرس واجرم من العدو فينا,30,0,0.694648466554976,36.20570823180563
202,"سلطه الخيانه والعماله التي لا تخدم الا مصلحه المحتل 
تباً لهذه السلطه وقياداتهم المتعفنه",32,1,-0.112966509361134,35.78810026889347
203,اذا الجهاد في السلطة الكلاب,35,1,1.39205097973282,35.85095753518317
204,عليكم لعنة الله ياعملاء الإحتلال عباس ودحلان التاريخ سيسجل انكم خونة خنتم شعوبكم ولم تكونو عونا له في الشدائد بل وقفتم ضد إرادت شعوبكم عليكم اللعنة,5,1,7.8163857371900995,36.848423779617754
205,حمدا للسلامه,17,1,0.857451938483707,34.415061858377975
206,لا حول ولا قوة إلا بالله العلي العظيم,7,0,5.427839293696408,36.65474482786263
